Сортировка слиянием:
Рандомный массив: 0:17 sec
Возрастающий массив: 0:1 sec
Убывающий массив: 0:2 sec

Сортировка пирамидальная:
Рандомный массив: 0:3 sec
Возрастающий массив: 0:3 sec
Убывающий массив: 0:11 sec

Сортировка быстрая:
Рандомный массив: 0:199 sec
Возрастающий массив: 0:250 sec
Убывающий массив: 0:245 sec
